Plant code;Latijnse naam;Nederlandse naam;Oorsprong;Familie;Groep;Bloemkleur;Bloemkleurdetail;Bladkleur;Bloeimaand;Hoogte;Hoogtedetail;Habitat - licht;Habitat - grondsoort;Habitat - pH;Habitat - vochtigheid;Bijenvriendelijkheid;Bijenvriendelijkheidsdetail;Referenties;Foto's;Cultivars
PL0264;Doronicum plantagineum;Weegbreezonnebloem;;Asteraceae;;geel;goudgeel;;4,5;;0,4-0,8 m;halfschaduw;;;gemiddeld;nectar- en pollenleverancier;1-25 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_52140550.jpg;Doronicum plantagineum ?Excelsum?
PL0265;Dorycnium rectum;;;Fabiaceae;Heesters;;;;6,7;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0266;Dracocephalum moldavicum;;;Lamiaceae;;;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0267;Duranta erecta;;;Verbenaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0268;Echinacea purpurea;Zonnehoed;;Asteraceae;Vaste planten;rood;;;7,8,9;;80 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_58439785.jpg,shutterstock_53985700.jpg;Echinacea purpurea 'Alba',Echinacea purpurea 'Avalanche' (r),Echinacea purpurea 'Eccentric' (r),Echinacea purpurea 'Fatal Attraction' (r),Echinacea purpurea 'Green Envy' (r),Echinacea purpurea 'Green Jewel' (r),Echinacea purpurea 'Indian Summer' (r),Echinacea purpurea 'Kim's Knee High' (r),Echinacea purpurea 'Kim's Mop Head' (r),Echinacea purpurea 'Leuchtstern',Echinacea purpurea 'Little Magnus' (r),Echinacea purpurea 'Magnus',Echinacea purpurea 'Meringue' (r),Echinacea purpurea 'Prairie Splendor' (r),Echinacea purpurea 'Profusion' (r),Echinacea purpurea 'Ruby Giant',Echinacea purpurea 'Secret Passion',Echinacea purpurea 'Secret Romance',Echinacea purpurea 'Tomato Soup' (r),Echinacea purpurea 'Vintage Wine' (r),Echinacea purpurea 'Virgin' (r)
PL0269;Echinops bannaticus;;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Echinops bannaticus 'Taplow Blue'
PL0270;Echinops exaltatus;;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0271;Echinops niveus;;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0272;Echinops ritro;;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Echinops ritro 'Veitch's Blue'
PL0273;Echinops sphaerocephalus;Beklierde kogeldistel;;Asteraceae;;blauw;;;7,8;;0,6-2 m;;leem;zuur;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0274;Echium candicans;;;Boraginaceae;;;;;3,4;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0275;Echium gentianoides;;;Boraginaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0276;Echium plantagineum;;;Boraginaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0277;Echium vulgare;Slangekruid;;Boraginaceae;;roze,blauw;;;6,7,8,9;;0,2-1 m;halfschaduw;klei,leem;kalk;vochthoudend;nectar- en pollenleverancier;51-100 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_13879429.jpg;
PL0278;Elaeagnus ebbingei;Olijfwilg;;Elaeagnaceae;Heesters;wit;;donkergroen blad;9,1;;250 cm;zon,schaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0279;Elaeagnus pungens;Olijfwilg;;Elaeagnaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Elaeagnus pungens 'Maculata'
PL0280;Elaegnus angustifolia;Smalbladerige olijfwilg;;Elaeagnaceae;;geel;;;5,6;;3-4 m;halfschaduw;zand,leem;;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0281;Elsholtzia ciliata;;;Lamiaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0282;Elsholtzia stauntonii;;;Lamiaceae;Heesters;paars;;;9,1;;150 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0283;Encelia californica;;;Asteraceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0284;Encelia farinosa;;;Asteraceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0285;Epilobium angustifolium;Wilgeroosje;;;;paars,roze;paarsroze;;7,8;;0,6-2,5 m;zon;zand;zuur;droog;nectar- en pollenleverancier;51-100 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);shutterstock_78598528.jpg;
PL0286;Epilobium hirsutum;;;;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0287;Eranthis hyemalis;Winterakoniet;;Ranunculaceae;;geel;;;2,3;;0,15 m;zon;leem,zand;;gemiddeld;nectar- en pollenleverancier;51-100 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0288;Erica carnea;;;Ericaceae;Heesters;;;;3,4,5,6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_33864091.jpg;Erica carnea 'December Red',Erica carnea 'Isabell',Erica carnea 'Myretoun Ruby',Erica carnea 'Snow White',Erica carnea 'Wintersonne'
PL0289;Erica cinerea;Rode dophei;;Ericaceae;;paars,rood;paarsrood;;6,7,8,9;;0,15-0,5 m;zon,halfschaduw;;;gemiddeld;nectarleverancier;101-200 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0290;Erica darleyensis;Dopheide;;Ericaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Erica darleyensis 'Kramer's Rote',Erica darleyensis 'Silberschmelze',Erica darleyensis 'White Perfection'
PL0291;Erica erigena;;;Ericaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0292;Erica herbacea;Vleeskleurige dophei;;Ericaceae;;roze,wit;;;11,12,1,2,3,4,5;;0,3 m;zon;zand,leem;kalk;gemiddeld;nectar- en pollenleverancier;51-100 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0293;Erica tetralix;Gewone dophei;;Ericaceae;;roze;;;6,7,8;;0,15-0,5 m;zon;;kalk;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0294;Erica vagans;;;Ericaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Erica vagans 'Mrs. D.F. Maxwell'
PL0295;Erigeron acer;Scherpe fijnstraal;;Asteraceae;;paars,roze,geel;lilaroze;;6,7,8,9;;0,1-0,5 m;zon;zand,leem;neutraal;gemiddeld;nectarleverancier;101-200 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0296;Erigeron glaucus;;;Asteraceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0297;Erigeron karvinskianus;Fijnstraal;;Asteraceae;Vaste planten;wit,roze;witroze;;5,6,7,8,9;;25 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0298;Erigeron multiradiatus;;;Asteraceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0299;Erigeron speciosus;;;Asteraceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0300;Eriogonum fasciculatum;;;Polygonaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0301;Eriogonum giganteum;;;Polygonaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0302;Eriogonum grande;;uitheems;Polygonaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Eriogonum grande 'Rubescens'
PL0303;Eriogonum latifolium;;;Polygonaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0304;Eriogonum nudum;;;Polygonaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0305;Eryngium alpinum;Kruisdistel;;Apiaceae;Vaste planten;blauw;;;7,8;;60 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Eryngium alpinum 'Blue Star'
PL0306;Eryngium bourgatii;Kruisdistel;;Apiaceae;Vaste planten;blauw;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Eryngium bourgatii 'Big Blue' (r)
PL0880;Eryngium campestre;;;Apiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0881;Eryngium giganteum;;;Apiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0882;Eryngium maritimum;;;Apiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0307;Eryngium planum;Kruisdistel;;Apiaceae;Vaste planten;blauw;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Eryngium planum 'Blauer Zwerg'
PL0308;Eschscholzia californica;;;Papaveraceae;Vaste planten;;;;7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0309;Eucryphia cordifolia;;;Cunoniaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0310;Eucryphia glutinosa;;;Cunoniaceae;;;;;7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0311;Eucryphia lucida;;;;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0312;Eupatorium cannabinum;Koninginnekruid;;Asteraceae;;roze,rood;rozerood;;6,7,8,9;;0,8-1,5 m;zon;zand;neutraal;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Eupatorium cannabinum 'Plenum'
PL0313;Eupatorium maculatum;Leverkruid;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Eupatorium maculatum 'Album',Eupatorium maculatum 'Atropurpureum',Eupatorium maculatum 'Phantom',Eupatorium maculatum 'Purple Bush',Eupatorium maculatum 'Riesenschirm'
PL0314;Eupatorium rugosum;Leverkruid;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Eupatorium rugosum 'Braunlaub',Eupatorium rugosum 'Chocolate'
PL0315;Euphrasia officinalis;;;Orobanchaceae;;;;;6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0316;Fagopyrum esculentum;Boekweit;;Polygonaceae;;wit,roze;;;6,7,8,9;;0,7 m;halfschaduw;leem,kalk;kalk;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0317;Fagus sylvatica;Beuk;;;Bomen;groen,geel,rood;groengeel;;4,5;;40 m;zon;zand,leem;kalk;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Fagus sylvatica ?Aspleniifolia?,Fagus sylvatica ?Atropunicea?,Fagus sylvatica ?Pendula?,Fagus sylvatica 'Asplenifolia',Fagus sylvatica 'Atropurpurea',Fagus sylvatica 'Black Swan',Fagus sylvatica 'Dawyck',Fagus sylvatica 'Dawyck Gold',Fagus sylvatica 'Dawyck Purple',Fagus sylvatica 'Pendula',Fagus sylvatica 'Purple Fountain',Fagus sylvatica 'Purpurea Pendula',Fagus sylvatica 'Purpurea Tricolor',Fagus sylvatica 'Rohan Obelisk',Fagus sylvatica 'Tricolor',Fagus sylvatica 'Zlatia'
PL0318;Fallopia aubertii;Bruidssluier;;Polygonaceae;Heesters;wit;;;7,8,9;;800 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0319;Fallopia convolvulus;;;Polygonaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0320;Fallopia japonica;;;Polygonaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Fallopia japonica 'Rosea'
PL0321;Fallopia sachalinensis;;;Polygonaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0322;Filipendula ulmaria;Moeraspirea;;Rosaceae;Vaste planten;wit;roomwit;;6,7,8,9;;0,5-1,2 m;zon;;kalk;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_80229307.jpg;
PL0323;Foeniculum vulgare;Venkel;;Apiaceae;Vaste planten;geel,groen;geelgroen;;7,8,9;;0,8-2 m;;;;;nectar- en pollenleverancier;51-100 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Foeniculum vulgare 'Giant Bronze'
PL0324;Forsythia viridissima;Recht Chinees klokje;;;;geel;;;3,4;;2-4 m;zon;zand,leem;kalk;gemiddeld;nectar- en pollenleverancier;51-100 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);shutterstock_1275247.jpg;
PL0325;Fragaria chiloensis;Aardbei;;Rosaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0326;Fragaria vesca;Sieraardbei;;Rosaceae;Vaste planten;wit;;;5,6,7,8,9,10;;20 cm;halfschaduw,schaduw;;;;nectarleverancier;51-100 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_79496968.jpg;Fragaria vesca 'Improved RÅgen'
PL0327;Frangula alnus;Sporkehout;;;;geel,groen,wit;geelgroen;;5,6,7,8,9;;1-5 m;zon;;zuur;;;26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);shutterstock_64857829.jpg,shutterstock_65255173.jpg;
PL0328;Fraxinus excelsior;Es;;Oleaceae;Bomen;geel;;;4,5;;40 m;zon;zand,veen;kalk;vochthoudend;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Fraxinus excelsior ?Jaspidea?,Fraxinus excelsior ?Nana?,Fraxinus excelsior ?Pendula?
PL0329;Fraxinus ornus;Es;;Oleaceae;Bomen;wit;roomwit;;5;;4-18 m;;leem;kalk;;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Fraxinus ornus 'Mecsek'
PL0330;Fritillaria imperialis;Keizerskroon;;Liliaceae;Vaste planten;geel,oranje;;;4,5;;0,6-1 m;zon;;neutraal,kalk;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0331;Fuchsia magellanica;Bellenplant;;Onagraceae;Vaste planten;;;;6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Fuchsia magellanica 'Riccartonii'
PL0332;Gaillardia pulchella;;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0333;Galanthus nivalis;Gewoon sneeuwklokje;;Alliaceae;Vaste planten;wit;;;2,3;;0,15-0,25 m;zon;zand,leem;kalk;gemiddeld;nectar- en pollenleverancier;51-100 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_73461298.jpg,shutterstock_70575226.jpg;
PL0334;Galega officinalis;;;Fabaceae;;;;;5,6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0335;Galega orientalis;;;Fabaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0336;Galeopsis tetrahit;;;Lamiaceae;;;;;7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0337;Galtonia candicans;;;Asparagaceae;;;;;8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0338;Garrya elliptica;;;Garryaceae;Heesters;geel,grijs;grijsgeel;;2,3;;300 cm;halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0339;Gaultheria shallon;;;Ericaceae;Heesters;;;;5,6;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0340;Gaura lindheimeri;;;Onagraceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Gaura lindheimeri 'Corrie's Gold',Gaura lindheimeri 'Siskyou Pink' (r),Gaura lindheimeri 'Summer Emotions' (r),Gaura lindheimeri 'Whirling Butterflies',Gaura lindheimeri 'White Dove' (r)
PL0341;Genista anglica;;;Fabaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0342;Genista lydia;Verfbrem;;Fabaceae;Heesters;geel;;;5,6;;60 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0343;Genista tinctoria;Verfbrem;;Fabaceae;;geel;;;6,7,8;;0,3-1 m;zon;klei;neutraal,kalk;gemiddeld;nectar- en pollenleverancier;201-500kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0344;Geranium cantabrigiense;Ooievaarsbek;;Geraniaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium cantabrigiense 'Biokovo',Geranium cantabrigiense 'Cambridge',Geranium cantabrigiense 'St Ola'
PL0345;Geranium cinereum;Ooievaarsbek;;Geraniaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium cinereum 'Ballerina',Geranium cinereum 'Carol' (r),Geranium cinereum 'Purple Pillow' (r)
PL0346;Geranium clarkei;Ooievaarsbek;;Geraniaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium clarkei 'Kashmir Blue',Geranium clarkei 'Kashmir Green',Geranium clarkei 'Kashmir White'
PL0347;Geranium columbinum;Ooievaarsbek;;Geraniaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0348;Geranium dalmaticum;Ooievaarsbek;;Geraniaceae;Vaste planten;roze;helroze;;6,7,8;;15 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0349;Geranium endressii;Ooievaarsbek;;Geraniaceae;Vaste planten;roze;;;6,7,8;;25 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium endressii 'Wargrave Pink'
PL0350;Geranium himalayense;Ooievaarsbek;;Geraniaceae;vaste planten;paars,blauw;violetblauw;;6,7;;35 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium himalayense 'Gravetye',Geranium himalayense 'Plenum'
PL0351;Geranium macrorrhizum;Ooievaarsbek;;Geraniaceae;vaste planten;roze,rood;rozerood;;6,7;;30 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium macrorrhizum 'Bevan's Variety',Geranium macrorrhizum 'Ingwersen's Variety',Geranium macrorrhizum 'Spessart',Geranium macrorrhizum 'White Ness'
PL0352;Geranium maculatum;Ooievaarsbek;;Geraniaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium maculatum 'Chatto',Geranium maculatum 'Espresso'
PL0353;Geranium magnificum;Ooievaarsbek;;Geraniaceae;vaste planten;paars,blauw;violetblauw;;6,7,8;;50 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium magnificum 'Rosemoor'
PL0354;Geranium nodosum;Ooievaarsbek;;Geraniaceae;Vaste planten;paars,roze;lilaroze;;5,6,7,8;;30 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0355;Geranium oxonianum;Ooievaarsbek;;Geraniaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium oxonianum 'Catherine Deneuve' (r),Geranium oxonianum 'Claridge Druce',Geranium oxonianum 'Rose Clair'
PL0356;Geranium palustre;Ooievaarsbek;;Geraniaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0357;Geranium phaeum;Ooievaarsbek;;Geraniaceae;vaste planten;paars,bruin;purperbruin;;5,6,7;;50 cm;zon,halfschaduw;klei,zand;kalk;droog;nectar- en pollenleverancier;201-500 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium phaeum 'Album'
PL0358;Geranium pratense;Ooievaarsbek;;Geraniaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium pratense 'Blue Lagoon',Geranium pratense 'Mrs. Kendall Clark',Geranium pratense 'Plenum Violaceum'
PL0359;Geranium renardii;Ooievaarsbek;;Geraniaceae;Vaste planten;wit;wit, purperviolet geaderd;;6,7;;25 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium renardii 'Philippe Vapelle',Geranium renardii 'Tschelda'
PL0360;Geranium riversleaianum;Ooievaarsbek;;Geraniaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium riversleaianum 'Mavis Simpson',Geranium riversleaianum 'Russell Prichard'
PL0361;Geranium sanguineum;Ooievaarsbek;;Geraniaceae;Vaste planten;rood;karmijnrood;;6,7,8,9;;20 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Geranium sanguineum 'Album',Geranium sanguineum 'ApfelblÅte',Geranium sanguineum 'Elke',Geranium sanguineum 'Max Frei',Geranium sanguineum 'Tiny Monster',Geranium sanguineum var. striatum
PL0362;Geranium sessiliflorum;Ooievaarsbek;;Geraniaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium sessiliflorum 'Sanne' (r)
PL0363;Geranium sylvaticum;Bosooievaarsbek;;Geraniaceae;Vaste planten;blauw,rood;blauwrood;;6,7,8;;0,3-0,8 m;zon;zand,leem;kalk;vochthoudend;nectar- en pollenleverancier;101-200 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Geranium sylvaticum 'Mayflower'
PL0364;Geranium wlassovianum;Ooievaarsbek;;Geraniaceae;Vaste planten;paars,blauw;paarsblauw;;6,7,8,9;;50 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0365;Geum chiloense;Nagelkruid;;Rosaceae;Vaste planten;;;;5,6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Geum chiloense 'Mrs. Bradshaw'
PL0366;Geum rivale;Knikkend nagelkruid;;Rosaceae;;geel,rood,bruin;;;4,5,6,7;;0,2-0,5 m;zon;zand,leem;neutraal,kalk;droog,gemiddeld;nectar- en pollenleverancier;101-200 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_77337778.jpg;Geum rivale 'Flames of Passion' (r)
